run_id,date,plan_id,branch,commit,tag,firmware_version,ha_config_version,analysis_version,workload,protocol,topology,interference,load_level,node_count,interval_ms,timestamp_source,run_path,status,notes,pipeline_version,is_baseline,comparison_group,run_type,replicate_id,baseline_ref,interval_nominal_ms,interval_jitter_ms,iperf_profile,ap_model,ap_firmware,ap_channel_mode,ap_channel,ap_width_mhz,ap_control_sideband,ap_rf_source
R644,01/05/2026,W3_B0,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R644,complete,BLE baseline replicate rep1; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 14; P95 177.9 ms; MAD 87.4 ms,0.4.6,TRUE,W3_ble_auto,baseline,rep1,,3000,250,,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R645,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,light,1,3000±250,t_local_us + python_logger,experiments/runs/R645,complete,BLE light replicate rep1; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 54; iperf mean 5.00 Mbps; P95 174.2 ms; MAD 85.9 ms,0.4.6,FALSE,W3_ble_auto,load,rep1,R640,3000,250,5Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R646,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,moderate,1,3000±250,t_local_us + python_logger,experiments/runs/R646,complete,"BLE moderate replicate rep1; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 29, 48; iperf mean 20.00 Mbps; P95 210.0 ms; MAD 64.7 ms",0.4.6,FALSE,W3_ble_auto,load,rep1,R640,3000,250,20Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R647,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R647,complete,"BLE heavy replicate rep1; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 76, 92; iperf mean 50.00 Mbps; P95 159.2 ms; MAD 87.5 ms",0.4.6,FALSE,W3_ble_auto,load,rep1,R640,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R648,01/05/2026,W3_B0,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R648,complete,"BLE baseline replicate rep2; ESP32 emitted 100/100 advertisements; BLE logger captured 97/100; missing seq 26, 48, 98; P95 231.2 ms; MAD 91.6 ms",0.4.6,TRUE,W3_ble_auto,baseline,rep2,,3000,250,,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R649,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,light,1,3000±250,t_local_us + python_logger,experiments/runs/R649,complete,"BLE light replicate rep2; ESP32 emitted 100/100 advertisements; BLE logger captured 94/100; missing seq 14, 45, 49, 52, 60, 67; iperf mean 5.00 Mbps; P95 222.4 ms; MAD 61.7 ms",0.4.6,FALSE,W3_ble_auto,load,rep2,R640,3000,250,5Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R650,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,moderate,1,3000±250,t_local_us + python_logger,experiments/runs/R650,complete,BLE moderate replicate rep2; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 7; iperf mean 20.00 Mbps; P95 166.8 ms; MAD 75.5 ms,0.4.6,FALSE,W3_ble_auto,load,rep2,R640,3000,250,20Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R651,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R651,complete,"BLE heavy replicate rep2; ESP32 emitted 100/100 advertisements; BLE logger captured 97/100; missing seq 54, 58, 91; iperf mean 50.00 Mbps; P95 172.0 ms; MAD 85.5 ms",0.4.6,FALSE,W3_ble_auto,load,rep2,R640,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R652,01/05/2026,W3_B0,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R652,complete,BLE baseline replicate rep3; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 77; P95 172.9 ms; MAD 87.0 ms,0.4.6,TRUE,W3_ble_auto,baseline,rep3,,3000,250,,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R653,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,light,1,3000±250,t_local_us + python_logger,experiments/runs/R653,complete,"BLE light replicate rep3; ESP32 emitted 100/100 advertisements; BLE logger captured 95/100; missing seq 4, 5, 18, 87, 89; iperf mean 5.00 Mbps; P95 139.4 ms; MAD 87.9 ms",0.4.6,FALSE,W3_ble_auto,load,rep3,R640,3000,250,5Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R654,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,moderate,1,3000±250,t_local_us + python_logger,experiments/runs/R654,complete,"BLE moderate replicate rep3; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 34, 49; iperf mean 20.00 Mbps; P95 178.4 ms; MAD 87.4 ms",0.4.6,FALSE,W3_ble_auto,load,rep3,R640,3000,250,20Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R655,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R655,complete,"BLE heavy replicate rep3; ESP32 emitted 100/100 advertisements; BLE logger captured 96/100; missing seq 28, 29, 57, 87; iperf mean 50.00 Mbps; P95 143.6 ms; MAD 86.7 ms",0.4.6,FALSE,W3_ble_auto,load,rep3,R640,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R656,01/05/2026,W3_B0,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R656,complete,"BLE baseline replicate rep4; ESP32 emitted 100/100 advertisements; BLE logger captured 97/100; missing seq 9, 17, 44; P95 254.5 ms; MAD 85.9 ms",0.4.6,TRUE,W3_ble_auto,baseline,rep4,,3000,250,,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R657,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,light,1,3000±250,t_local_us + python_logger,experiments/runs/R657,complete,"BLE light replicate rep4; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 18, 53; iperf mean 5.00 Mbps; P95 184.7 ms; MAD 74.3 ms",0.4.6,FALSE,W3_ble_auto,load,rep4,R640,3000,250,5Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R658,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,moderate,1,3000±250,t_local_us + python_logger,experiments/runs/R658,complete,"BLE moderate replicate rep4; ESP32 emitted 100/100 advertisements; BLE logger captured 94/100; missing seq 8, 39, 76, 81, 85, 94; iperf mean 20.00 Mbps; P95 184.7 ms; MAD 84.3 ms",0.4.6,FALSE,W3_ble_auto,load,rep4,R640,3000,250,20Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R659,01/05/2026,W3_A,testbed-dev,c997f4b,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R659,complete,"BLE heavy replicate rep4; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 15, 32; iperf mean 50.00 Mbps; P95 139.8 ms; MAD 87.4 ms",0.4.6,FALSE,W3_ble_auto,load,rep4,R640,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,auto,1,40,upper,observed_ap_ui
R660,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R660,complete,"BLE AP-channel sweep ch1/20MHz targeting adv37 (2402 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 100/100; missing seq none; P95 146.6 ms; MAD 81.9 ms",0.4.6,TRUE,W3_ble_ap_ch1_20mhz,baseline,rep1,,3000,250,,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R661,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R661,complete,"BLE AP-channel sweep ch1/20MHz targeting adv37 (2402 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 40; P95 138.0 ms; MAD 87.3 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch1_20mhz,load,rep1,R660,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R662,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R662,complete,"BLE AP-channel sweep ch1/20MHz targeting adv37 (2402 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 27, 56; P95 171.8 ms; MAD 90.5 ms",0.4.6,TRUE,W3_ble_ap_ch1_20mhz,baseline,rep2,,3000,250,,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R663,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R663,complete,"BLE AP-channel sweep ch1/20MHz targeting adv37 (2402 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 22, 26; P95 126.0 ms; MAD 82.7 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch1_20mhz,load,rep2,R662,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R664,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R664,complete,"BLE AP-channel sweep ch1/20MHz targeting adv37 (2402 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 28, 52; P95 179.9 ms; MAD 82.9 ms",0.4.6,TRUE,W3_ble_ap_ch1_20mhz,baseline,rep3,,3000,250,,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R665,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R665,complete,"BLE AP-channel sweep ch1/20MHz targeting adv37 (2402 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 71; P95 173.5 ms; MAD 85.9 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch1_20mhz,load,rep3,R664,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R666,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R666,complete,"BLE AP-channel sweep ch6/20MHz targeting adv38 (2426 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 100/100; missing seq none; P95 125.0 ms; MAD 84.7 ms",0.4.6,TRUE,W3_ble_ap_ch6_20mhz,baseline,rep1,,3000,250,,netis WF2419,V2.2.36123,fixed,6,20,none,manual_ap_ui
R667,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R667,complete,"BLE AP-channel sweep ch6/20MHz targeting adv38 (2426 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 17, 77; P95 177.3 ms; MAD 84.8 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch6_20mhz,load,rep1,R666,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,6,20,none,manual_ap_ui
R668,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R668,complete,"BLE AP-channel sweep ch6/20MHz targeting adv38 (2426 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 11; P95 147.9 ms; MAD 83.8 ms",0.4.6,TRUE,W3_ble_ap_ch6_20mhz,baseline,rep2,,3000,250,,netis WF2419,V2.2.36123,fixed,6,20,none,manual_ap_ui
R669,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R669,complete,"BLE AP-channel sweep ch6/20MHz targeting adv38 (2426 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 43; P95 137.5 ms; MAD 78.0 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch6_20mhz,load,rep2,R668,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,6,20,none,manual_ap_ui
R670,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R670,complete,"BLE AP-channel sweep ch6/20MHz targeting adv38 (2426 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 97/100; missing seq 38, 83, 84; P95 161.3 ms; MAD 83.4 ms",0.4.6,TRUE,W3_ble_ap_ch6_20mhz,baseline,rep3,,3000,250,,netis WF2419,V2.2.36123,fixed,6,20,none,manual_ap_ui
R671,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R671,complete,"BLE AP-channel sweep ch6/20MHz targeting adv38 (2426 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 11; P95 136.1 ms; MAD 81.8 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch6_20mhz,load,rep3,R670,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,6,20,none,manual_ap_ui
R672,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R672,complete,"BLE AP-channel sweep ch13/20MHz targeting adv39 (2480 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 94/100; missing seq 1, 22, 63, 66, 67, 78; P95 165.7 ms; MAD 54.1 ms",0.4.6,TRUE,W3_ble_ap_ch13_20mhz,baseline,rep1,,3000,250,,netis WF2419,V2.2.36123,fixed,13,20,none,manual_ap_ui
R673,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R673,complete,"BLE AP-channel sweep ch13/20MHz targeting adv39 (2480 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 100/100; missing seq none; P95 143.5 ms; MAD 80.3 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch13_20mhz,load,rep1,R672,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,13,20,none,manual_ap_ui
R674,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R674,complete,"BLE AP-channel sweep ch13/20MHz targeting adv39 (2480 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 99/100; missing seq 40; P95 136.8 ms; MAD 75.8 ms",0.4.6,TRUE,W3_ble_ap_ch13_20mhz,baseline,rep2,,3000,250,,netis WF2419,V2.2.36123,fixed,13,20,none,manual_ap_ui
R675,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R675,complete,"BLE AP-channel sweep ch13/20MHz targeting adv39 (2480 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 9, 60; P95 111.1 ms; MAD 82.3 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch13_20mhz,load,rep2,R674,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,13,20,none,manual_ap_ui
R676,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,quiet,baseline,1,3000±250,t_local_us + python_logger,experiments/runs/R676,complete,"BLE AP-channel sweep ch13/20MHz targeting adv39 (2480 MHz); raw run_id W3_ble_auto_baseline; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 100/100; missing seq none; P95 182.0 ms; MAD 87.2 ms",0.4.6,TRUE,W3_ble_ap_ch13_20mhz,baseline,rep3,,3000,250,,netis WF2419,V2.2.36123,fixed,13,20,none,manual_ap_ui
R677,02/05/2026,W3_BLE_CH,testbed-dev,eaf2d88,v0.4.5,0.4.1,0.3.0,0.4.4,W3,ble,near,iperf,heavy,1,3000±250,t_local_us + python_logger,experiments/runs/R677,complete,"BLE AP-channel sweep ch13/20MHz targeting adv39 (2480 MHz); raw run_id W3_ble_auto_heavy; AP channel from manual/planned setup, not recorded in raw metadata; ESP32 emitted 100/100 advertisements; BLE logger captured 98/100; missing seq 39, 72; P95 171.8 ms; MAD 91.8 ms; iperf mean 50.00 Mbps",0.4.6,FALSE,W3_ble_ap_ch13_20mhz,load,rep3,R676,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,13,20,none,manual_ap_ui
R678,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R678,complete,Zigbee AP-channel ch1/20MHz control baseline rep1; 100/100 commands; 100 unique state events; no extras; P95 11.3 ms; MAD 1.5 ms; AP RF captured as fixed ch1/20MHz none sideband,0.4.7,TRUE,W3_zigbee_ap_ch1_20mhz,baseline,rep1,,3000,250,,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R679,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R679,complete,Zigbee AP-channel ch1/20MHz control heavy rep1; 100/100 commands; 102 state rows / 100 unique events; extra-event rate 2%; no missing events; iperf mean 50.00 Mbps; P95 10.6 ms; MAD 1.5 ms; AP RF captured as fixed ch1/20MHz none sideband,0.4.7,FALSE,W3_zigbee_ap_ch1_20mhz,load,rep1,R678,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R680,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R680,complete,Zigbee AP-channel ch1/20MHz control baseline rep2; 100/100 commands; 100 unique state events; no extras; P95 11.9 ms; MAD 1.7 ms; AP RF captured as fixed ch1/20MHz none sideband,0.4.7,TRUE,W3_zigbee_ap_ch1_20mhz,baseline,rep2,,3000,250,,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R681,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R681,complete,Zigbee AP-channel ch1/20MHz control heavy rep2; 100/100 commands; 100 state rows / 100 unique events; no extras; no missing events; iperf mean 49.99 Mbps; P95 10.4 ms; MAD 1.3 ms; AP RF captured as fixed ch1/20MHz none sideband,0.4.7,FALSE,W3_zigbee_ap_ch1_20mhz,load,rep2,R680,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R682,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R682,complete,Zigbee AP-channel ch1/20MHz control baseline rep3; 100/100 commands; 100 unique state events; no extras; P95 11.2 ms; MAD 1.7 ms; AP RF captured as fixed ch1/20MHz none sideband,0.4.7,TRUE,W3_zigbee_ap_ch1_20mhz,baseline,rep3,,3000,250,,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R683,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R683,complete,Zigbee AP-channel ch1/20MHz control heavy rep3; 100/100 commands; 100 state rows / 100 unique events; no extras; no missing events; iperf mean 50.00 Mbps; P95 9.8 ms; MAD 1.8 ms; one trigger scheduling outlier at commands 16-18 (5.30 s gap then 0.78 s catch-up); AP RF captured as fixed ch1/20MHz none sideband,0.4.7,FALSE,W3_zigbee_ap_ch1_20mhz,load,rep3,R682,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R684,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R684,complete,Zigbee AP-channel ch1/20MHz control baseline rep4; 100/100 commands; 100 unique state events; no extras; P95 9.8 ms; MAD 1.9 ms; AP RF captured as fixed ch1/20MHz none sideband,0.4.7,TRUE,W3_zigbee_ap_ch1_20mhz,baseline,rep4,,3000,250,,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R685,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R685,complete,Zigbee AP-channel ch1/20MHz control heavy rep4; 100/100 commands; 100 state rows / 100 unique events; no extras; no missing events; iperf mean 49.97 Mbps; P95 11.6 ms; MAD 1.6 ms; AP RF captured as fixed ch1/20MHz none sideband,0.4.7,FALSE,W3_zigbee_ap_ch1_20mhz,load,rep4,R684,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R686,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R686,complete,Zigbee AP-channel ch1/20MHz control baseline rep5; 100/100 commands; 100 unique state events; no extras; P95 9.6 ms; MAD 1.8 ms; one trigger scheduling outlier at commands 98-100 (5.25 s gap then 0.77 s catch-up); AP RF captured as fixed ch1/20MHz none sideband,0.4.7,TRUE,W3_zigbee_ap_ch1_20mhz,baseline,rep5,,3000,250,,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R687,03/05/2026,W3_ZB_CH,testbed-dev,e076962,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R687,complete,Zigbee AP-channel ch1/20MHz control heavy rep5; 100/100 commands; 100 state rows / 100 unique events; no extras; no missing events; iperf mean 49.98 Mbps; P95 9.6 ms; MAD 2.2 ms; AP RF captured as fixed ch1/20MHz none sideband,0.4.7,FALSE,W3_zigbee_ap_ch1_20mhz,load,rep5,R686,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,1,20,none,manual_ap_ui
R688,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,quiet,baseline,1,3000±250,ha_time + python_logger,experiments/runs/R688,complete,Planned Zigbee AP-channel baseline run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,TRUE,W3_zigbee_ap_ch9_20mhz,baseline,rep1,,3000,250,,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
R689,03/05/2026,W3_ZB_CH,testbed-dev,e90c009,v0.4.6,0.4.1,0.3.0,0.4.5,W3,zigbee,near,iperf,heavy,1,3000±250,ha_time + python_logger,experiments/runs/R689,complete,Planned Zigbee AP-channel heavy 50 Mbps TCP run; AP ch9/20MHz overlaps Zigbee ch20 near 2450 MHz; verify actual AP RF setting before start,0.4.7,FALSE,W3_zigbee_ap_ch9_20mhz,load,rep1,R688,3000,250,50Mbps_tcp,netis WF2419,V2.2.36123,fixed,9,20,none,manual_ap_ui
